samhita	pada
aa;s.r.nvat;e ;ad.rpitaaya m;anma n.rc;ak.sase sum.r.diik;aaya vedha.h dev;aaya ;sast;im am;.rtaaya ;sa;msa gr;aaveva s;otaa madhu.s;ud y;am ii.d;e	aa;s.r.nvat;e ;ad.rpitaaya m;anma n.rc;ak.sase sum.r.diik;aaya vedha.h dev;aaya ;sast;im am;.rtaaya ;sa.msa gr;aavaa iva s;otaa madhu.s;ut y;am ii.d;e
kath;aa ha t;ad v;aru.naaya tv;am agne kath;aa div;e garhase k;an na ;aaga.h kath;aa mitr;aaya mii.dh;u.se p.rthivya;i br;ava.h k;ad aryam.n;e k;ad bh;agaaya	kath;aa ha t;at v;aru.naaya tv;am agne kath;aa div;e garhase k;at na.h ;aaga.h kath;aa mitr;aaya mii.dh;u.se p.rthivya;i br;ava.h k;at aryam.n;e k;at bh;agaaya
k;ad dh;i.s.nyaasu v.rdhasaan;o agne k;ad v;aataaya pr;atavase ;subha.my;e p;arijmane n;aasatyaaya k.s;e br;ava.h k;ad agne rudr;aaya n.rghn;e	k;at dh;i.s.nyaasu v.rdhasaan;a.h agne k;at v;aataaya pr;atavase ;subha.my;e p;arijmane n;aasatyaaya k.s;e br;ava.h k;at agne rudr;aaya n.rghn;e
kath;aa mah;e pu.s.timbhar;aaya puu.s.n;e k;ad rudr;aaya s;umakhaaya havird;e k;ad v;i.s.nava urugaay;aaya r;eto br;ava.h k;ad agne ;s;arave b.rhatya;i	kath;aa mah;e pu.s.timbhar;aaya puu.s.n;e k;at rudr;aaya s;umakhaaya havird;e k;at v;i.s.nave urugaay;aaya r;eta.h br;ava.h k;at agne ;s;arave b.rhatya;i
kath;aa ;s;ardhaaya mar;utaam .rt;aaya kath;aa suur;e b.rhat;e p.rchy;amaana.h pr;ati brav;o 'ditaye tur;aaya s;aadhaa div;o jaataveda;s cikitv;aan	kath;aa ;s;ardhaaya mar;utaam .rt;aaya kath;aa suur;e b.rhat;e p.rchy;amaana.h pr;ati brava.h ;aditaye tur;aaya s;aadha+ div;a.h jaataveda.h cikitv;aan
.rt;ena .rt;a.m n;iyatam ii.da ;aa g;or aam;aa s;acaa m;adhumat pakv;am agne k.r.s.n;aa sat;ii r;u;sataa dhaas;inai.s;aa j;aamarye.na p;ayasaa piipaaya	.rt;ena .rt;am n;iyatam ii.de ;aa g;o.h aam;aa s;acaa m;adhumat pakv;am agne k.r.s.n;aa sat;ii r;u;sataa dhaas;inaa e.s;aa j;aamarye.na p;ayasaa piipaaya
.rt;en;aadri.m vy :asan bhid;anta.h s;am ;a:ngiraso navanta g;obhi.h ;sun;a.m n;ara.h p;ari .sadann u.s;aasam aav;i.h sv:ar abhavaj jaat;e agna;u	.rt;ena ;adrim v;i asan bhid;anta.h s;am ;a:ngirasa.h navanta g;obhi.h ;sun;am n;ara.h p;ari sadan u.s;aasam aav;i.h sv:ar abhavat jaat;e agna;u
ebh;ir bhava sum;anaa agne arka;ir im;aan sp.r;sa m;anmabhi.h ;suura v;aajaan ut;a br;ahmaa.ny a:ngiro ju.sasva s;a.m te ;sast;ir dev;avaataa jareta	ebh;i.h bhava sum;anaa.h agne arka;i.h im;aan sp.r;sa m;anmabhi.h ;suura v;aajaan ut;a br;ahmaa.ni a:ngira.h ju.sasva s;am te ;sast;i.h dev;avaataa jareta
t;ava bhram;aasa aa;suy;aa patanty ;anu sp.r;sa dh.r.sat;aa ;s;o;sucaana.h t;apuu;m.sy agne juhv:aa pata.mg;aan ;asa.mdito v;i s.rja v;i.svag ulk;aa.h	t;ava bhram;aasa.h aa;suy;aa patanti ;anu sp.r;sa dh.r.sat;aa ;s;o;sucaana.h t;apuu.m.si agne juhv:aa pata.mg;aan ;asa.mdita.h v;i s.rja v;i.svak ulk;aa.h
;arcaami te sumat;i.m gh;o.sy arv;aak s;a.m te vaav;aataa jarataam iy;a.m g;ii.h sv;a;svaas tvaa sur;athaa marjayemaasm;e k.satr;aa.ni dhaarayer ;anu dy;uun	;arcaami te sumat;im gh;o.si arv;aak s;am te vaav;aataa jarataam iy;am g;ii.h sv;a;svaa.h tvaa sur;athaa.h marjayema asm;e k.satr;aa.ni dhaaraye.h ;anu dy;uun
y;as tvaa sv;a;sva.h suhira.ny;o agna upay;aati v;asumataa r;athena t;asya traat;aa bhavasi t;asya s;akhaa y;as ta aatithy;am aanu.s;ag j;ujo.sat	y;a.h tvaa sv;a;sva.h suhira.ny;a.h agne upay;aati v;asumataa r;athena t;asya traat;aa bhavasi t;asya s;akhaa y;a.h te aatithy;am aanu.s;ak j;ujo.sat
mah;o rujaami bandh;utaa v;acobhis t;an maa pit;ur g;otamaad ;anv iyaaya tv;a.m no asy;a v;acasa;s cikiddhi h;otar yavi.s.tha sukrato d;amuunaa.h	mah;a.h rujaami bandh;utaa v;acobhi.h t;at maa pit;u.h g;otamaat ;anu iyaaya tv;am na.h asy;a v;acasa.h cikiddhi h;otar yavi.s.tha sukrato d;amuunaa.h
;asvapnajas tar;a.naya.h su;s;evaa ;atandraaso 'v.rk;aa ;a;srami.s.thaa.h t;e paay;ava.h sadhry:a;nco ni.s;ady;aagne t;ava na.h paantv amuura	;asvapnaja.h tar;a.naya.h su;s;evaa.h ;atandraasa.h av.rk;aa.h ;a;srami.s.thaa.h t;e paay;ava.h sadhry:a;nca.h ni.s;adya ;agne t;ava na.h paantu amuura
tv;ayaa vay;a.m sadhany:as tv;otaas t;ava pr;a.niity a;syaama v;aajaan ubh;aa ;s;a;msaa suudaya satyataate 'nu.s.thuy;aa k.r.nuhy ahrayaa.na	tv;ayaa vay;am sadhany:a.h tv;otaa.h t;ava pr;a.niitii a;syaama v;aajaan ubh;aa ;s;a.msaa suudaya satyataate anu.s.thuy;aa k.r.nuhi ahrayaa.na
ay;aa te agne sam;idhaa vidhema pr;ati st;oma.m ;sasy;amaana.m g.rbhaaya d;ahaa;s;aso rak.s;asa.h paahy :asm;aan druh;o nid;o mitramaho avady;aat	ay;aa te agne sam;idhaa vidhema pr;ati st;omam ;sasy;amaanam g.rbhaaya d;aha a;s;asa.h rak.s;asa.h paah;i asm;aan druh;a.h nid;a.h mitramaha.h avady;aat
vai;svaanar;aaya mii.dh;u.se saj;o.saa.h kath;aa daa;semaagn;aye b.rh;ad bh;aa.h ;anuunena b.rhat;aa vak.s;athen;opa stabhaayad upam;in n;a r;odha.h	vai;svaanar;aaya mii.dh;u.se saj;o.saa.h kath;aa daa;sema agn;aye b.rh;at bh;aa.h ;anuunena b.rhat;aa vak.s;athena ;upa stabhaayat upam;it n;a r;odha.h
m;aa nindata y;a im;aam m;ahya.m raat;i.m dev;o dada;u m;artyaaya svadh;aavaan p;aakaaya g;.rtso am;.rto v;icetaa vai;svaanar;o n;.rtamo yahv;o agn;i.h	m;aa nindata y;a.h im;aam m;ahyam raat;im dev;a.h dada;u m;artyaaya svadh;aavaan p;aakaaya g;.rtsa.h am;.rta.h v;icetaa.h vai;svaanar;a.h n;.rtama.h yahv;a.h agn;i.h
id;am me agne k;iyate paavak;aaminate gur;um bhaar;a.m n;a m;anma b.rh;ad dadhaatha dh.r.sat;aa gabhiir;a.m yahv;am p.r.s.th;am pr;ayasaa sapt;adhaatu	id;am me agne k;iyate paavaka ;aminate gur;um bhaar;am n;a m;anma b.rh;at dadhaatha dh.r.sat;aa gabhiir;am yahv;am p.r.s.th;am pr;ayasaa sapt;adhaatu
.rt;a.m voce n;amasaa p.rchy;amaanas t;avaa;s;asaa jaatavedo y;adiid;am tv;am asy;a k.sayasi y;ad dha v;i;sva.m div;i y;ad u dr;avi.na.m y;at p.rthivy;aam	.rt;am voce n;amasaa p.rchy;amaana.h t;ava aa;s;asaa jaataveda.h y;adi id;am tv;am asy;a k.sayasi y;at ha v;i;svam div;i y;at u dr;avi.nam y;at p.rthivy;aam
k;i.m no asy;a dr;avi.na.m k;ad dha r;atna.m v;i no voco jaataveda;s cikitv;aan g;uh;aadhvana.h param;a.m y;an no asy;a r;eku pad;a.m n;a nidaan;aa ;aganma	k;im na.h asy;a dr;avi.nam k;at ha r;atnam v;i na.h voca.h jaataveda.h cikitv;aan g;uhaa ;adhvana.h param;am y;at na.h asy;a r;eku pad;am n;a nidaan;aa.h ;aganma
uurdhv;a uu .s;u .no adhvarasya hotar ;agne t;i.s.tha dev;ataataa y;ajiiyaan tv;a.m h;i v;i;svam abhy ;asi m;anma pr;a vedh;asa;s cit tirasi manii.s;aam	uurdhv;a.h u+ s;u na.h adhvarasya hotar ;agne t;i.s.tha dev;ataataa y;ajiiyaan tv;am h;i v;i;svam abh;i ;asi m;anma pr;a vedh;asa.h cit tirasi manii.s;aam
;amuuro h;otaa ny :asaadi vik.sv :agn;ir mandr;o vid;athe.su pr;acetaa.h uurdhv;am bhaan;u.m savit;evaa;sren m;eteva dhuum;a.m stabhaayad ;upa dy;aam	;amuura.h h;otaa n;i asaadi vik.s;u agn;i.h mandr;a.h vid;athe.su pr;acetaa.h uurdhv;am bhaan;um savit;aa iva a;sret m;etaa iva dhuum;am stabhaayat ;upa dy;aam
yat;aa sujuur.n;ii raat;inii gh.rt;aacii pradak.si.n;id dev;ataatim uraa.n;a.h ;ud u sv;arur navaj;aa n;aakr;a.h pa;sv;o anakti s;udhita.h sum;eka.h	yat;aa sujuur.n;ii raat;inii gh.rt;aacii pradak.si.n;it dev;ataatim uraa.n;a.h ;ut u sv;aru.h navaj;aa.h n;a akr;a.h pa;sv;a.h anakti s;udhita.h sum;eka.h
n;a y;asya s;aatur j;anitor ;avaari n;a maat;araapit;araa n;uu cid i.s.ta;u ;adhaa mitr;o n;a s;udhita.h paavak:o 'gn;ir diidaaya m;aanu.sii.su vik.s;u	n;a y;asya s;aatu.h j;anito.h ;avaari n;a maat;araapit;araa n;u+ cit i.s.ta;u ;adha+ mitr;a.h n;a s;udhita.h paavak;a.h agn;i.h diidaaya m;aanu.sii.su vik.s;u
dv;ir y;am p;a;nca j;iijanan sa.mv;asaanaa.h sv;asaaro agn;im m;aanu.sii.su vik.s;u u.sarb;udham athary:o n;a d;anta.m ;sukr;a.m sv;aasam para;s;u.m n;a tigm;am	dv;i.h y;am p;a;nca j;iijanan sa.mv;asaanaa.h sv;asaara.h agn;im m;aanu.sii.su vik.s;u u.sarb;udham athary:a.h n;a d;antam ;sukr;am sv;aasam para;s;um n;a tigm;am
t;ava ty;e agne har;ito gh.rtasn;aa r;ohitaasa .rjv;a;nca.h sv;a;nca.h aru.s;aaso v;.r.sa.na .rjumu.sk;aa ;aa dev;ataatim ahvanta dasm;aa.h	t;ava ty;e agne har;ita.h gh.rtasn;aa.h r;ohitaasa.h .rjv;a;nca.h sv;a;nca.h aru.s;aasa.h v;.r.sa.na.h .rjumu.sk;aa.h ;aa dev;ataatim ahvanta dasm;aa.h
;akaari br;ahma samidhaana t;ubhya.m ;s;a;msaaty ukth;a.m y;ajate vy :uu dhaa.h h;otaaram agn;im m;anu.so n;i .sedur namasy;anta u;s;ija.h ;s;a;msam aay;o.h	;akaari br;ahma samidhaana t;ubhyam ;s;a.msaati ukth;am y;ajate v;i u+ dhaa.h h;otaaram agn;im m;anu.sa.h n;i sedu.h namasy;anta.h u;s;ija.h ;s;a.msam aay;o.h
;agne kad;aa ta aanu.s;ag bh;uvad dev;asya c;etanam ;adhaa h;i tvaa jag.rbhrir;e m;artaaso vik.sv ;ii.dyam	;agne kad;aa te aanu.s;ak bh;uvat dev;asya c;etanam ;adha+ h;i tvaa jag.rbhrir;e m;artaasa.h vik.s;u ;ii.dyam
.rt;aavaana.m v;icetasam p;a;syanto dy;aam iva st;.rbhi.h v;i;sve.saam adhvar;aa.naa.m haskart;aara.m d;ame-dame	.rt;aavaanam v;icetasam p;a;syanta.h dy;aam iva st;.rbhi.h v;i;sve.saam adhvar;aa.naam haskart;aaram d;ame-dame
t;am ii.m h;otaaram aanu.s;ak cikitv;aa;msa.m n;i .sedire ra.nv;am paavak;a;soci.sa.m y;aji.s.tha.m sapt;a dh;aamabhi.h	t;am iim h;otaaram aanu.s;ak cikitv;aa.msam n;i sedire ra.nv;am paavak;a;soci.sam y;aji.s.tham sapt;a dh;aamabhi.h
k.r.s.n;a.m ta ;ema r;u;sata.h pur;o bh;aa;s cari.s.nv :arc;ir v;apu.saam ;id ;ekam y;ad ;apraviitaa d;adhate ha g;arbha.m sady;a;s cij jaat;o bh;avas;iid u duut;a.h	k.r.s.n;am te ;ema r;u;sata.h pur;a.h bh;aa.h cari.s.n;u arc;i.h v;apu.saam ;it ;ekam y;at ;apraviitaa d;adhate ha g;arbham sady;a.h cit jaat;a.h bh;avasi ;it u duut;a.h
sady;o jaat;asya d;ad.r;saanam ;ojo y;ad asya v;aato anuv;aati ;soc;i.h v.r.n;akti tigm;aam atas;e.su jihv;aa.m sthir;aa cid ;annaa dayate v;i j;ambhai.h	sady;a.h jaat;asya d;ad.r;saanam ;oja.h y;at asya v;aata.h anuv;aati ;soc;i.h v.r.n;akti tigm;aam atas;e.su jihv;aam sthir;aa cit ;annaa dayate v;i j;ambhai.h
t.r.s;u y;ad ;annaa t.r.s;u.naa vav;ak.sa t.r.s;u.m duut;a.m k.r.nute yahv;o agn;i.h v;aatasya me.d;i.m sacate nij;uurvann aa;s;u.m n;a vaajayate hinv;e ;arvaa	t.r.s;u y;at ;annaa t.r.s;u.naa vav;ak.sa t.r.s;um duut;am k.r.nute yahv;a.h agn;i.h v;aatasya me.d;im sacate nij;uurvan aa;s;um n;a vaajayate hinv;e ;arvaa
t;e syaama y;e agn;aye dadaa;s;ur havy;adaatibhi.h y;a iim p;u.syanta indhat;e	t;e syaama y;e agn;aye dadaa;s;u.h havy;adaatibhi.h y;e iim p;u.syanta.h indhat;e
asm;e r;aayo div;e-dive s;a.m carantu purusp;.rha.h asm;e v;aajaasa iirataam	asm;e r;aaya.h div;e-dive s;am carantu purusp;.rha.h asm;e v;aajaasa.h iirataam
v;e.si hy :adhvariiyat;aam upavakt;aa j;anaanaam havy;aa ca m;aanu.saa.naam	v;e.si h;i adhvariiyat;aam upavakt;aa j;anaanaam havy;aa ca m;aanu.saa.naam
;agne t;am ady;aa;sva.m n;a st;omai.h kr;atu.m n;a bhadr;a.m h.rdisp;.r;sam .rdhy;aamaa ta ;ohai.h	;agne t;am ady;a ;a;svam n;a st;omai.h kr;atum n;a bhadr;am h.rdisp;.r;sam / .rdhy;aama+ te ;ohai.h
ebh;ir no arka;ir bh;avaa no arv;aa:n sv:ar .n;a jy;oti.h ;agne v;i;svebhi.h sum;anaa ;aniikai.h	ebh;i.h na.h arka;i.h bh;ava+ na.h arv;aa:n sv:ar n;a jy;oti.h ;agne v;i;svebhi.h sum;anaa.h ;aniikai.h
aabh;i.s .te ady;a giirbh;ir g.r.n;ant;o 'gne d;aa;sema pr;a te div;o n;a stanayanti ;s;u.smaa.h	aabh;i.h te ady;a giirbh;i.h g.r.n;anta.h ;agne d;aa;sema pr;a te div;a.h n;a stanayanti ;s;u.smaa.h
t;ava sv;aadi.s.th;aagne s;a.md.r.s.tir id;aa cid ;ahna id;aa cid akt;o.h ;sriy;e rukm;o n;a rocata upaak;e	t;ava sv;aadi.s.thaa ;agne s;a.md.r.s.ti.h id;aa cit ;ahna.h id;aa cit akt;o.h ;sriy;e rukm;a.h n;a rocate upaak;e
;siv;aa na.h sakhy;aa s;antu bhraatr;aagne dev;e.su yu.sm;e s;aa no n;aabhi.h s;adane s;asminn ;uudhan	;siv;aa na.h sakhy;aa s;antu bhraatr;aa ;agne dev;e.su yu.sm;e s;aa na.h n;aabhi.h s;adane s;asmin ;uudhan
bhadr;a.m te agne sahasinn ;aniikam upaak;a ;aa rocate s;uuryasya r;u;sad d.r;s;e dad.r;se naktay;aa cid ;aruuk.sita.m d.r;s;a ;aa ruup;e ;annam	bhadr;am te agne sahasin ;aniikam upaak;e ;aa rocate s;uuryasya r;u;sat d.r;s;e dad.r;se naktay;aa cit ;aruuk.sitam d.r;s;e ;aa ruup;e ;annam
v;i .saahy agne g.r.nat;e manii.s;aa.m kh;a.m v;epasaa tuvijaata st;avaana.h v;i;svebhir y;ad vaav;ana.h ;sukra deva;is t;an no raasva sumaho bh;uuri m;anma	v;i saahi agne g.r.nat;e manii.s;aam kh;am v;epasaa tuvijaata st;avaana.h v;i;svebhi.h y;at vaav;ana.h ;sukra deva;i.h t;at na.h raasva sumaha.h bh;uuri m;anma
tv;ad agne k;aavyaa tv;an manii.s;aas tv;ad ukth;aa jaayante r;aadhyaani tv;ad eti dr;avi.na.m viir;ape;saa itth;aadhiye daa;s;u.se m;artyaaya	tv;at agne k;aavyaa tv;at manii.s;aa.h tv;at ukth;aa jaayante r;aadhyaani tv;at eti dr;avi.nam viir;ape;saa.h itth;aadhiye daa;s;u.se m;artyaaya
tv;ad vaaj;ii vaajambhar;o v;ihaayaa abhi.s.tik;.rj jaayate saty;a;su.sma.h tv;ad ray;ir dev;ajuuto mayobh;us tv;ad aa;s;ur juujuv;aa;m agne ;arvaa	tv;at vaaj;ii vaajambhar;a.h v;ihaayaa.h abhi.s.tik;.rt jaayate saty;a;su.sma.h tv;at ray;i.h dev;ajuuta.h mayobh;u.h tv;at aa;s;u.h juujuv;aan agne ;arvaa
aar;e asm;ad ;amatim aar;e ;a;mha aar;e v;i;svaa.m durmat;i.m y;an nip;aasi do.s;aa ;siv;a.h sahasa.h suuno agne y;a.m dev;a ;aa cit s;acase svast;i	aar;e asm;at ;amatim aar;e ;a.mha.h aar;e v;i;svaam durmat;im y;at nip;aasi do.s;aa ;siv;a.h sahasa.h suuno agne y;am dev;a.h ;aa cit s;acase svast;i
y;as tv;aam agna in;adhate yat;asruk tr;is te ;anna.m k.r.n;avat s;asminn ;ahan s;a s;u dyumna;ir abhy :astu pras;ak.sat t;ava kr;atvaa jaataveda;s cikitv;aan	y;a.h tv;aam agne in;adhate yat;asruk tr;i.h te ;annam k.r.n;avat s;asmin ;ahan s;a s;u dyumna;i.h abh;i astu pras;ak.sat t;ava kr;atvaa jaataveda.h cikitv;aan
agn;ir ii;se b.rhat;a.h k.satr;iyasyaagn;ir v;aajasya param;asya raay;a.h d;adhaati r;atna.m vidhat;e y;avi.s.tho vy :aanu.s;a:n m;artyaaya svadh;aavaan	agn;i.h ii;se b.rhat;a.h k.satr;iyasya agn;i.h v;aajasya param;asya raay;a.h d;adhaati r;atnam vidhat;e y;avi.s.tha.h v;i aanu.s;ak m;artyaaya svadh;aavaan
pr;aty agn;ir u.s;asaam ;agram akhyad vibhaatiin;aa.m sum;anaa ratnadh;eyam yaat;am a;svinaa suk;.rto duro.n;am ;ut s;uuryo jy;oti.saa dev;a eti	pr;ati agn;i.h u.s;asaam ;agram akhyat vibhaatiin;aam sum;anaa.h ratnadh;eyam yaat;am a;svinaa suk;.rta.h duro.n;am ;ut s;uurya.h jy;oti.saa dev;a.h eti
uurdhv;am bhaan;u.m savit;aa dev;o a;sred draps;a.m d;avidhvad gavi.s;o n;a s;atvaa ;anu vrat;a.m v;aru.no yanti mitr;o y;at s;uurya.m divy :aaroh;ayanti	uurdhv;am bhaan;um savit;aa dev;a.h a;sret draps;am d;avidhvat gavi.s;a.h n;a s;atvaa ;anu vrat;am v;aru.na.h yanti mitr;a.h y;at s;uuryam div;i aaroh;ayanti
y;a.m siim ;ak.r.nvan t;amase vip;.rce dhruv;ak.semaa ;anavasyanto t;a.m s;uurya.m har;ita.h sapt;a yahv;ii sp;a;sa.m v;i;svasya j;agato vahanti	y;am siim ;ak.r.nvan t;amase vip;.rce dhruv;ak.semaa.h ;anavasyanta.h ;artham t;am s;uuryam har;ita.h sapt;a yahv;ii.h sp;a;sam v;i;svasya j;agata.h vahanti
;anaayato ;anibaddha.h kath;aay;a.m ny:a:n:n uttaan;o 'va padyate n;a k;ayaa yaati svadh;ayaa k;o dadar;sa div;a skambh;a.h s;am.rta.h paati n;aakam	;anaayata.h ;anibaddha.h kath;aa ay;am ny:a:n uttaan;a.h ;ava padyate n;a k;ayaa yaati svadh;ayaa k;a.h dadar;sa div;a.h skambh;a.h s;am.rta.h paati n;aakam
pr;aty agn;ir u.s;aso jaat;avedaa ;akhyad dev;o r;ocamaanaa m;ahobhi.h ;aa naasatyorugaay;aa r;athenem;a.m yaj;n;am ;upa no yaatam ;acha	pr;ati agn;i.h u.s;asa.h jaat;avedaa.h ;akhyat dev;a.h r;ocamaanaa m;ahobhi.h ;aa naasatyaa urugaay;aa r;athena im;am yaj;n;am ;upa na.h yaatam ;acha
uurdhv;a.m ket;u.m savit;aa dev;o a;srej jy;otir v;i;svasmai bh;uvanaaya k.r.nv;an ;aapraa dy;aavaap.rthiv;ii ant;arik.sa.m v;i s;uuryo ra;sm;ibhi;s c;ekitaana.h	uurdhv;am ket;um savit;aa dev;a.h a;sret jy;oti.h v;i;svasmai bh;uvanaaya k.r.nv;an ;aa apraa.h dy;aavaap.rthiv;ii ant;arik.sam v;i s;uurya.h ra;sm;ibhi.h c;ekitaana.h
;aa vaa.m v;ahi.s.thaa ih;a t;e vahantu r;athaa ;a;svaasa u.s;aso vy:u.s.tau im;e h;i vaam madhup;eyaaya s;omaa asm;in yaj;n;e v.r.sa.naa maadayethaam	;aa vaam v;ahi.s.thaa.h ih;a t;e vahantu r;athaa.h ;a;svaa;sa.h u.s;asa.h vy:u.s.tau im;e h;i vaam madhup;eyaaya s;omaa.h asm;in yaj;n;e v.r.sa.naa maadayethaam
;anaayato ;anibaddha.h kath;aay;a.m ny:a:n:n uttaan;o 'va padyate n;a ! k;ayaa yaati svadh;ayaa k;o dadar;sa div;a skambh;a.h s;am.rta.h paati n;aakam //	;anaayata.h ;anibaddha.h kath;aa ay;am ny:a:n uttaan;a.h ;ava padyate n;a k;ayaa yaati svadh;ayaa k;a.h dadar;sa div;a.h skambh;a.h s;am.rta.h paati n;aakam
agn;ir h;otaa no adhvar;e vaaj;ii s;an p;ari .niiyate dev;o dev;e.su yaj;n;iya.h	agn;i.h h;otaa na.h adhvar;e vaaj;ii s;an p;ari niiyate dev;a.h dev;e.su yaj;n;iya.h
ay;a.m y;a.h s;.r;njaye pur;o daivavaat;e samidhy;ate dyum;aa;m amitrad;ambhana.h	ay;am y;a.h s;.r;njaye pur;a.h daivavaat;e samidhy;ate dyum;aan amitrad;ambhana.h
t;am ;arvanta.m n;a saanas;im aru.s;a.m n;a div;a.h ;s;i;sum marm.rjy;ante div;e-dive	t;am ;arvantam n;a saanas;im aru.s;am n;a div;a.h ;s;i;sum marm.rjy;ante div;e-dive
ut;a ty;aa yajat;aa h;arii kumaar;aat saahadevy;aat pr;ayataa sady;a ;aa dade	ut;a ty;aa yajat;aa h;arii kumaar;aat saahadevy;aat pr;ayataa sady;a.h ;aa dade
e.s;a vaa.m devaav a;svinaa kumaar;a.h saahadevy;a.h diirgh;aayur astu s;omaka.h	e.s;a vaam devau a;svinaa kumaar;a.h saahadevy;a.h diirgh;aayu.h astu s;omaka.h
t;a.m yuv;a.m devaav a;svinaa kumaar;a.m saahadevy;am diirgh;aayu.sa.m k.r.notana	t;am yuv;am devau a;svinaa kumaar;am saahadevy;am diirgh;aayu.sam k.r.notana
kav;ir n;a ni.ny;a.m vid;athaani s;aadhan v;.r.saa y;at s;eka.m vipipaan;o ;arcaat div;a itth;aa jiijanat sapt;a kaar;uun ;ahnaa cic cakrur vay;unaa g.r.n;anta.h	kav;i.h n;a ni.ny;am vid;athaani s;aadhan v;.r.saa y;at s;ekam vipipaan;a.h ;arcaat div;a.h itth;aa jiijanat sapt;a kaar;uun ;ahnaa cit cakru.h vay;unaa g.r.n;anta.h
sv:ar y;ad v;edi sud;.r;siikam arka;ir m;ahi jy;otii rurucur y;ad dha v;asto.h andh;aa t;amaa;msi d;udhitaa vic;ak.se n;.rbhya;s cakaara n;.rtamo abh;i.s.tau	sv:ar y;at v;edi sud;.r;siikam arka;i.h m;ahi jy;oti.h rurucu.h y;at ha v;asto.h andh;aa t;amaa.msi d;udhitaa vic;ak.se n;.rbhya.h cakaara n;.rtama.h abh;i.s.tau
v;i;svaani ;sakr;o n;aryaa.ni vidv;aan ap;o rireca s;akhibhir n;ikaamai.h ;a;smaana.m cid y;e bibhid;ur v;acobhir vraj;a.m g;omantam u;s;ijo v;i vavru.h	v;i;svaani ;sakr;a.h n;aryaa.ni vidv;aan ap;a.h rireca s;akhibhi.h n;ikaamai.h ;a;smaanam cit y;e bibhid;u.h v;acobhi.h vraj;am g;omantam u;s;ija.h v;i vavru.h
ap;o y;ad ;adrim puruhuuta d;ardar aav;ir bhuvat sar;amaa puurvy;a.m te s;a no net;aa v;aajam ;aa dar.si bh;uuri.m gotr;aa ruj;ann ;a:ngirobhir g.r.naan;a.h	ap;a.h y;at ;adrim puruhuuta d;ardar aav;i.h bhuvat sar;amaa puurvy;am te s;a na.h net;aa v;aajam ;aa dar.si bh;uurim gotr;aa ruj;an ;a:ngirobhi.h g.r.naan;a.h
;achaa kav;i.m n.rma.no gaa abh;i.s.tau sv:ar.saataa maghavan n;aadhamaanam uut;ibhis t;am i.sa.no dyumn;ahuutau n;i maay;aavaan ;abrahmaa d;asyur arta	;acha+ kav;im n.rma.na.h gaa.h abh;i.s.tau sv:ar.saataa maghavan n;aadhamaanam uut;ibhi.h t;am i.sa.na.h dyumn;ahuutau n;i maay;aavaan ;abrahmaa d;asyu.h arta
y;aasi k;utsena sar;atham avasy;us tod;o v;aatasya h;aryor ;ii;saana.h .rjr;aa v;aaja.m n;a g;adhya.m y;uyuu.san kav;ir y;ad ;ahan p;aaryaaya bh;uu.saat	y;aasi k;utsena sar;atham avasy;u.h tod;a.h v;aatasya h;aryo.h ;ii;saana.h .rjr;aa v;aajam n;a g;adhyam y;uyuu.san kav;i.h y;at ;ahan p;aaryaaya bh;uu.saat
;indra.m k;aamaa vasuuy;anto agman sv:armii.dhe n;a s;avane cakaan;aa.h ;sravasy;ava.h ;sa;samaan;aasa uktha;ir ;oko n;a ra.nv;aa sud;.r;siiva pu.s.t;i.h	;indram k;aamaa.h vasuuy;anta.h agman sv:armii.dhe n;a s;avane cakaan;aa.h ;sravasy;ava.h ;sa;samaan;aasa.h uktha;i.h ;oka.h n;a ra.nv;aa sud;.r;sii iva pu.s.t;i.h
t;am ;id va ;indra.m suh;ava.m huvema y;as t;aa cak;aara n;aryaa pur;uu.ni y;o m;aavate jaritr;e g;adhya.m cin mak.s;uu v;aajam bh;arati spaarh;araadhaa.h	t;am ;it va.h ;indram suh;avam huvema y;a.h t;aa cak;aara n;aryaa pur;uu.ni y;a.h m;aavate jaritr;e g;adhyam cit mak.s;u+ v;aajam bh;arati spaarh;araadhaa.h
ebh;ir n;.rbhir indra tvaay;ubhi.s .tvaa magh;avadbhir maghavan v;i;sva aaja;u dy;aavo n;a dyumna;ir abh;i s;anto ary;a.h k.sap;o madema ;sar;ada;s ca puurv;ii.h	ebh;i.h n;.rbhi.h indra tvaay;ubhi.h tvaa magh;avadbhi.h maghavan v;i;sve aaja;u dy;aava.h n;a dyumna;i.h abh;i s;anta.h ary;a.h k.sap;a.h madema ;sar;ada.h ca puurv;ii.h
y;a ;eka ;ic cyaav;ayati pr;a bh;uumaa r;aajaa k.r.s.tiin;aam puruhuut;a ;indra.h saty;am enam ;anu v;i;sve madanti raat;i.m dev;asya g.r.nat;o magh;ona.h	y;a.h ;eka.h ;it cyaav;ayati pr;a bh;uuma+ r;aajaa k.r.s.tiin;aam puruhuut;a.h ;indra.h saty;am enam ;anu v;i;sve madanti raat;im dev;asya g.r.nat;a.h magh;ona.h
