samhita	pada
ap;a;s cid e.s;a vibhv:o d;amuunaa.h pr;a sadhr;iiciir as.rjad vi;sv;a;scandraa.h m;adhva.h punaan;aa.h kav;ibhi.h pav;itrair dy;ubhir hinvanty akt;ubhir dh;anutrii.h	ap;a.h cit e.s;a vibhv:a.h d;amuunaa.h pr;a sadhr;iicii.h as.rjat vi;sv;a;scandraa.h m;adhva.h punaan;aa.h kav;ibhi.h pav;itrai.h dy;ubhi.h hinvanti akt;ubhi.h dh;anutrii.h
;anu k.r.s.n;e v;asudhitii jihaate ubh;e s;uuryasya ma.mh;anaa y;ajatre p;ari y;at te mahim;aana.m v.rj;adhyai s;akhaaya indra k;aamyaa .rjipy;aa.h	;anu k.r.s.n;e v;asudhitii jihaate ubh;e s;uuryasya ma.mh;anaa y;ajatre p;ari y;at te mahim;aanam v.rj;adhyai s;akhaaya.h indra k;aamyaa.h .rjipy;aa.h
p;atir bhava v.rtrahan suun;.rtaanaa.m gir;aa.m vi;sv;aayur v.r.sabh;o vayodh;aa.h ;aa no gahi sakhy;ebhi.h ;siv;ebhir mah;aan mah;iibhir uut;ibhi.h sara.ny;an	p;ati.h bhava v.rtrahan suun;.rtaanaam gir;aam vi;sv;aayu.h v.r.sabh;a.h vayodh;aa.h ;aa na.h gahi sakhy;ebhi.h ;siv;ebhi.h mah;aan mah;iibhi.h uut;ibhi.h sara.ny;an
t;am a:ngirasv;an n;amasaa sapary;an n;avya.m k.r.nomi s;anyase puraaj;aam dr;uho v;i yaahi bahul;aa ;adevii.h sv:a;s ca no maghavan saat;aye dhaa.h	t;am a:ngirasv;at n;amasaa sapary;an n;avyam k.r.nomi s;anyase puraaj;aam dr;uha.h v;i yaahi bahul;aa.h ;adevii.h sv:ar ca na.h maghavan saat;aye dhaa.h
m;iha.h paavak;aa.h pr;atataa abhuuvan svast;i na.h pip.rhi paar;am aasaam ;indra tv;a.m rathir;a.h paahi no ri.s;o mak.s;uu-mak.suu k.r.nuhi goj;ito na.h	m;iha.h paavak;aa.h pr;atataa.h abhuuvan svast;i na.h pip.rhi paar;am aasaam ;indra tv;am rathir;a.h paahi na.h ri.s;a.h mak.s;uu-mak.su+ k.r.nuhi goj;ita.h na.h
;adedi.s.ta v.rtrah;aa g;opatir g;aa ant;a.h k.r.s.n;aa;m aru.sa;ir dh;aamabhir gaat pr;a suun;.rtaa di;s;amaana .rt;ena d;ura;s ca v;i;svaa av.r.nod ;apa sv;aa.h	;adedi.s.ta v.rtrah;aa g;opati.h g;aa.h ant;ar k.r.s.n;aan aru.sa;i.h dh;aamabhi.h gaat pr;a suun;.rtaa.h di;s;amaana.h .rt;ena d;ura.h ca v;i;svaa.h av.r.not ;apa sv;aa.h
;sun;a.m huvema magh;avaanam ;indram asm;in bh;are n;.rtama.m v;aajasaatau ;s.r.nv;antam ugr;am uut;aye sam;atsu ghn;anta.m v.rtr;aa.ni sa.mj;ita.m dh;anaanaam	;sun;am huvema magh;avaanam ;indram asm;in bh;are n;.rtamam v;aajasaatau ;s.r.nv;antam ugr;am uut;aye sam;atsu ghn;antam v.rtr;aa.ni sa.mj;itam dh;anaanaam
;indra s;oma.m somapate p;ibem;am m;aadhya.mdina.m s;avana.m c;aaru y;at te prapr;uthyaa ;s;ipre maghavann .rjii.sin vim;ucyaa h;arii ih;a maadayasva	;indra s;omam somapate p;iba im;am m;aadhya.mdinam s;avanam c;aaru y;at te prapr;uthya+ ;s;ipre maghavan .rjii.sin vim;ucya+ h;arii ih;a maadayasva
g;avaa;siram manth;inam indra ;sukr;am p;ibaa s;oma.m rarim;aa te m;adaaya brahmak;.rtaa m;aarutenaa ga.n;ena saj;o.saa rudra;is t.rp;ad ;aa v.r.sasva	g;avaa;siram manth;inam indra ;sukr;am p;iba+ s;omam rarim;a+ te m;adaaya brahmak;.rtaa m;aarutena+ ga.n;ena saj;o.saa.h rudra;i.h t.rp;at ;aa v.r.sasva
y;e te ;s;u.sma.m y;e t;avi.siim ;avardhann ;arcanta indra mar;utas ta ;oja.h m;aadhya.mdine s;avane vajrahasta p;ibaa rudr;ebhi.h s;aga.na.h su;sipra	y;e te ;s;u.smam y;e t;avi.siim ;avardhan ;arcanta.h indra mar;uta.h te ;oja.h m;aadhya.mdine s;avane vajrahasta p;iba+ rudr;ebhi.h s;aga.na.h su;sipra
t;a ;in nv :asya m;adhumad vivipra ;indrasya ;s;ardho mar;uto y;a ;aasan y;ebhir v.rtr;asye.sit;o viv;edaamarm;a.no m;anyamaanasya m;arma	t;e ;it n;u asya m;adhumat vivipre ;indrasya ;s;ardha.h mar;uta.h y;e ;aasan y;ebhi.h v.rtr;asya i.sit;a.h viv;eda amarm;a.na.h m;anyamaanasya m;arma
manu.sv;ad indra s;avana.m ju.saa.n;a.h p;ibaa s;oma.m ;s;a;svate viiry:aaya s;a ;aa vav.rtsva harya;sva yaj;na;i.h sara.ny;ubhir ap;o ;ar.naa sisar.si	manu.sv;at indra s;avanam ju.saa.n;a.h p;iba+ s;omam ;s;a;svate viiry:aaya s;a ;aa vav.rtsva harya;sva yaj;na;i.h sara.ny;ubhi.h ap;a.h ;ar.naa sisar.si
tv;am ap;o y;ad dha v.rtr;a.m jaghanv;aa;m ;atyaa;m iva pr;aas.rja.h s;artav;aaja;u ;s;ayaanam indra c;arataa vadh;ena vavriv;aa.msam p;ari dev;iir ;adevam	tv;am ap;a.h y;at ha v.rtr;am jaghanv;aan ;atyaan iva pr;a ;as.rja.h s;artava;i aaja;u ;s;ayaanam indra c;arataa vadh;ena vavriv;aa.msam p;ari dev;ii.h ;adevam
y;ajaama ;in n;amasaa v.rddh;am ;indram b.rh;antam .r.sv;am aj;ara.m y;uvaanam y;asya priy;e mam;atur yaj;n;iyasya n;a r;odasii mahim;aanam mam;aate	y;ajaama.h ;it n;amasaa v.rddh;am ;indram b.rh;antam .r.sv;am aj;aram y;uvaanam y;asya priy;e mam;atu.h yaj;n;iyasya n;a r;odasii mahim;aanam mam;aate
;indrasya k;arma s;uk.rtaa pur;uu.ni vrat;aani dev;aa n;a minanti v;i;sve daadh;aara y;a.h p.rthiv;ii.m dy;aam ut;em;aa.m jaj;aana s;uuryam u.s;asa.m sud;a.msaa.h	;indrasya k;arma s;uk.rtaa pur;uu.ni vrat;aani dev;aa.h n;a minanti v;i;sve daadh;aara y;a.h p.rthiv;iim dy;aam ut;a im;aam jaj;aana s;uuryam u.s;asam sud;a.msaa.h
;adrogha saty;a.m t;ava t;an mahitv;a.m sady;o y;aj jaat;o ;apibo ha s;omam n;a dy;aava indra tav;asas ta ;ojo n;aahaa n;a m;aasaa.h ;sar;ado varanta	;adrogha saty;am t;ava t;at mahitv;am sady;a.h y;at jaat;a.h ;apiba.h ha s;omam n;a dy;aava.h indra tav;asa.h te ;oja.h n;a ;ahaa n;a m;aasaa.h ;sar;ada.h varanta
tv;a.m sady;o apibo jaat;a indra m;adaaya s;omam param;e vy:oman y;ad dha dy;aavaap.rthiv;ii ;aavive;siir ;athaabhava.h puurvy;a.h kaar;udhaayaa.h	tv;am sady;a.h apiba.h jaat;a.h indra m;adaaya s;omam param;e vy:oman y;at ha dy;aavaap.rthiv;ii ;aa ;avive;sii.h ;atha abhava.h puurvy;a.h kaar;udhaayaa.h
;ahann ;ahim pari;s;ayaanam ;ar.na ojaay;amaana.m tuvijaata t;avyaan n;a te mahitv;am ;anu bhuud ;adha dya;ur y;ad any;ayaa sphigy:aa k.s;aam ;avasthaa.h	;ahan ;ahim pari;s;ayaanam ;ar.na.h ojaay;amaanam tuvijaata t;avyaan n;a te mahitv;am ;anu bhuut ;adha dya;u.h y;at any;ayaa sphigy:aa k.s;aam ;avasthaa.h
yaj;n;o h;i ta indra v;ardhano bh;uud ut;a priy;a.h sut;asomo miy;edha.h yaj;n;ena yaj;n;am ava yaj;n;iya.h s;an yaj;n;as te v;ajram ahih;atya aavat	yaj;n;a.h h;i te indra v;ardhana.h bh;uut ut;a priy;a.h sut;asoma.h miy;edha.h yaj;n;ena yaj;n;am ava yaj;n;iya.h s;an yaj;n;a.h te v;ajram ahih;atye aavat
yaj;n;en;endram ;avas;aa cakre arv;aag a;ina.m sumn;aaya n;avyase vav.rtyaam y;a st;omebhir vaav.rdh;e puurvy;ebhir y;o madhyam;ebhir ut;a n;uutanebhi.h	yaj;n;ena ;indram ;avasaa ;aa cakre arv;aak ;aa enam sumn;aaya n;avyase vav.rtyaam y;a.h st;omebhi.h vaav.rdh;e puurvy;ebhi.h y;a.h madhyam;ebhi.h ut;a n;uutanebhi.h
viv;e.sa y;an maa dhi.s;a.naa jaj;aana st;avai pur;aa p;aaryaad ;indram ;ahna.h ;a.mhaso y;atra piip;arad y;athaa no naav;eva y;aantam ubh;aye havante	viv;e.sa y;at maa dhi.s;a.naa jaj;aana st;avai pur;aa p;aaryaat ;indram ;ahna.h ;a.mhasa.h y;atra piip;arat y;athaa na.h naav;aa iva y;aantam ubh;aye havante
;aapuur.no asya kal;a;sa.h sv;aahaa s;ekteva k;o;sa.m sisice p;ibadhyai s;am u priy;aa ;aavav.rtran m;adaaya pradak.si.n;id abh;i s;omaasa ;indram	;aapuur.na.h asya kal;a;sa.h sv;aahaa s;ektaa iva k;o;sam sisice p;ibadhyai s;am u priy;aa.h ;aa avav.rtran m;adaaya pradak.si.n;it abh;i s;omaasa.h ;indram
n;a tvaa gabhiir;a.h puruhuuta s;indhur n;aadraya.h p;ari .s;anto varanta itth;aa s;akhibhya i.sit;o y;ad indr;aa d.r.dh;a.m cid ;arujo g;avyam uurv;am	n;a tvaa gabhiir;a.h puruhuuta s;indhu.h n;a ;adraya.h p;ari s;anta.h varanta itth;aa s;akhibhya.h i.sit;a.h y;at indra ;aa d.r.dh;am cit ;aruja.h g;avyam uurv;am
;sun;a.m huvema magh;avaanam ;indram asm;in bh;are n;.rtama.m v;aajasaatau ;s.r.nv;antam ugr;am uut;aye sam;atsu ghn;anta.m v.rtr;aa.ni sa.mj;ita.m dh;anaanaam	;sun;am huvema magh;avaanam ;indram asm;in bh;are n;.rtamam v;aajasaatau ;s.r.nv;antam ugr;am uut;aye sam;atsu ghn;antam v.rtr;aa.ni sa.mj;itam dh;anaanaam
pr;a p;arvataanaam u;sat;ii up;asthaad ;a;sve iva v;i.site h;aasamaane g;aaveva ;subhr;e maat;araa rihaa.n;e v;ipaa.t chutudr;ii p;ayasaa javete	pr;a p;arvataanaam u;sat;ii up;asthaat ;a;sve iva v;i.site h;aasamaane g;aavaa iva ;subhr;e maat;araa rihaa.n;e v;ipaa.t ;sutudr;ii p;ayasaa javete
;indre.site prasav;am bh;ik.samaa.ne ;achaa samudr;a.m rathy:eva yaatha.h samaaraa.n;e uurm;ibhi.h p;invamaane any;aa vaam any;aam ;apy eti ;subhre	;indre.site prasav;am bh;ik.samaa.ne ;acha+ samudr;am rathy:aa iva yaatha.h samaaraa.n;e uurm;ibhi.h p;invamaane any;aa vaam any;aam ;api eti ;subhre
;achaa s;indhum maat;.rtamaam ayaasa.m v;ipaa;sam urv;ii.m subh;agaam aganma vats;am iva maat;araa sa.mrihaa.n;e samaan;a.m y;onim ;anu sa.mc;arantii	;acha+ s;indhum maat;.rtamaam ayaasam v;ipaa;sam urv;iim subh;agaam aganma vats;am iva maat;araa sa.mrihaa.n;e samaan;am y;onim ;anu sa.mc;arantii
en;aa vay;am p;ayasaa p;invamaanaa ;anu y;oni.m dev;ak.rta.m c;arantii.h n;a v;artave prasav;a.h s;argatakta.h ki.my;ur v;ipro nady:o johaviiti	en;aa vay;am p;ayasaa p;invamaanaa.h ;anu y;onim dev;ak.rtam c;arantii.h n;a v;artave prasav;a.h s;argatakta.h ki.my;u.h v;ipra.h nady:a.h johaviiti
r;amadhvam me v;acase somy;aaya ;.rtaavariir ;upa muhuurt;am ;evai.h pr;a s;indhum ;achaa b.rhat;ii manii.s;aavasy;ur ahve ku;sik;asya suun;u.h	r;amadhvam me v;acase somy;aaya ;.rtaavarii.h ;upa muhuurt;am ;evai.h pr;a s;indhum ;acha+ b.rhat;ii manii.s;aa avasy;u.h ahve ku;sik;asya suun;u.h
;indro asm;aa;m aradad v;ajrabaahur ;apaahan v.rtr;am paridh;i.m nad;iinaam dev:o 'nayat savit;aa supaa.n;is t;asya vay;am prasav;e yaama urv;ii.h	;indra.h asm;aan aradat v;ajrabaahu.h ;apa ahan v.rtr;am paridh;im nad;iinaam dev;a.h anayat savit;aa supaa.n;i.h t;asya vay;am prasav;e yaama.h urv;ii.h
prav;aacya.m ;sa;svadh;aa viiry:a.m t;ad ;indrasya k;arma y;ad ;ahi.m viv.r;sc;at v;i v;ajre.na pari.s;ado jaghaan;aayann ;aap;o 'yanam ich;amaanaa.h	prav;aacyam ;sa;svadh;aa viiry:am t;at ;indrasya k;arma y;at ;ahim viv.r;sc;at v;i v;ajre.na pari.s;ada.h jaghaana ;aayan ;aapa.h ;ayanam ich;amaanaa.h
et;ad v;aco jaritar m;aapi m.r.s.thaa ;aa y;at te gh;o.saan ;uttaraa yug;aani ukth;e.su kaaro pr;ati no ju.sasva m;aa no n;i ka.h puru.satr;aa n;amas te	et;at v;aca.h jaritar m;aa ;api m.r.s.thaa.h ;aa y;at te gh;o.saan ;uttaraa yug;aani ukth;e.su kaaro pr;ati na.h ju.sasva m;aa na.h n;i kar puru.satr;aa n;ama.h te
;o .s;u svasaara.h kaar;ave ;s.r.nota yaya;u vo duur;aad ;anasaa r;athena n;i .s;uu namadhvam bh;avataa supaar;aa adhoak.s;aa.h sindhava.h sroty;aabhi.h	;aa u s;u svasaara.h kaar;ave ;s.r.nota yaya;u va.h duur;aat ;anasaa r;athena n;i s;u+ namadhvam bh;avata+ supaar;aa.h adhoak.s;aa.h sindhava.h sroty;aabhi.h
;aa te kaaro ;s.r.navaamaa v;acaa.msi yay;aatha duur;aad ;anasaa r;athena n;i te na.msai piipyaan;eva y;o.saa m;aryaayeva kany:aa ;sa;svaca;i te	;aa te kaaro ;s.r.navaama+ v;acaa.msi yay;aatha duur;aat ;anasaa r;athena n;i te na.msai piipyaan;aa iva y;o.saa m;aryaaya iva kany:aa ;sa;svaca;i te
y;ad a:ng;a tvaa bharat;aa.h sa.mt;areyur gavy;an gr;aama i.sit;a ;indrajuuta.h ;ar.saad ;aha prasav;a.h s;argatakta ;aa vo v.r.ne sumat;i.m yaj;n;iyaanaam	y;at a:ng;a tvaa bharat;aa.h sa.mt;areyu.h gavy;an gr;aama.h i.sit;a.h ;indrajuuta.h ;ar.saat ;aha prasav;a.h s;argatakta.h ;aa va.h v.r.ne sumat;im yaj;n;iyaanaam
;ataari.sur bharat;aa gavy;ava.h s;am ;abhakta v;ipra.h sumat;i.m nad;iinaam pr;a pinvadhvam i.s;ayantii.h sur;aadhaa ;aa vak.s;a.naa.h p.r.n;adhva.m yaat;a ;s;iibham	;ataari.su.h bharat;aa.h gavy;ava.h s;am ;abhakta v;ipra.h sumat;im nad;iinaam pr;a pinvadhvam i.s;ayantii.h sur;aadhaa.h ;aa vak.s;a.naa.h p.r.n;adhvam yaat;a ;s;iibham
;ud va uurm;i.h ;s;amyaa hantv ;aapo y;oktraa.ni mu;ncata m;aadu.sk.rtau vy:enasaaghnya;u ;s;uunam ;aarataam	;ut va.h uurm;i.h ;s;amyaa.h hantu ;aapa.h y;oktraa.ni mu;ncata m;aa ;adu.sk.rtau vy:enasaa aghnya;u ;s;uunam ;aa arataam
;indra.h puurbh;id ;aatirad d;aasam arka;ir vid;advasur d;ayamaano v;i ;s;atruun br;ahmajuutas tanv:aa vaav.rdhaan;o bh;uuridaatra ;aap.r.nad r;odasii ubh;e	;indra.h puurbh;it ;aa atirat d;aasam arka;i.h vid;advasu.h d;ayamaana.h v;i ;s;atruun br;ahmajuuta.h tanv:aa vaav.rdhaan;a.h bh;uuridaatra.h ;aa ap.r.nat r;odasii ubh;e
makh;asya te tavi.s;asya pr;a juut;im ;iyarmi v;aacam am;.rtaaya bh;uu.san ;indra k.sitiin;aam asi m;aanu.sii.naa.m vi;s;aa.m da;iviinaam ut;a puurvay;aavaa	makh;asya te tavi.s;asya pr;a juut;im ;iyarmi v;aacam am;.rtaaya bh;uu.san ;indra k.sitiin;aam asi m;aanu.sii.naam vi;s;aam da;iviinaam ut;a puurvay;aavaa
;indro v.rtr;am av.r.noc ch;ardhaniiti.h pr;a maay;inaam aminaad v;arpa.niiti.h ;ahan vy:a.msam u;s;adhag v;ane.sv aav;ir dh;enaa ak.r.nod raamy;aa.naam	;indra.h v.rtr;am av.r.not ;s;ardhaniiti.h pr;a maay;inaam aminaat v;arpa.niiti.h ;ahan vy:a.msam u;s;adhak v;ane.su aav;i.h dh;enaa.h ak.r.not raamy;aa.naam
;indra.h svar.s;aa jan;ayann ;ahaani jig;aayo;s;igbhi.h p;.rtanaa abhi.s.t;i.h pr;aarocayan m;anave ket;um ;ahnaam ;avindaj jy;otir b.rhat;e r;a.naaya	;indra.h svar.s;aa.h jan;ayan ;ahaani jig;aaya u;s;igbhi.h p;.rtanaa.h abhi.s.t;i.h pr;a arocayat m;anave ket;um ;ahnaam ;avindat jy;oti.h b.rhat;e r;a.naaya
;indras t;ujo barh;a.naa ;aa vive;sa n.rv;ad d;adhaano n;aryaa pur;uu.ni ;acetayad dh;iya im;aa jaritr;e pr;em;a.m v;ar.nam atirac chukr;am aasaam	;indra.h t;uja.h barh;a.naa.h ;aa vive;sa n.rv;at d;adhaana.h n;aryaa pur;uu.ni ;acetayat dh;iya.h im;aa.h jaritr;e pr;a im;am v;ar.nam atirat ;sukr;am aasaam
mah;o mah;aani panayanty asy;endrasya k;arma s;uk.rtaa pur;uu.ni v.rj;anena v.rjin;aan s;am pipe.sa maay;aabhir d;asyuu;mr abh;ibhuutyojaa.h	mah;a.h mah;aani panayanti asya ;indrasya k;arma s;uk.rtaa pur;uu.ni v.rj;anena v.rjin;aan s;am pipe.sa maay;aabhi.h d;asyuun abh;ibhuutyojaa.h
yudh;endro mahn;aa v;ariva;s cakaara dev;ebhya.h s;atpati;s car.sa.nipr;aa.h viv;asvata.h s;adane asya t;aani v;ipraa ukth;ebhi.h kav;ayo g.r.nanti	yudh;aa ;indra.h mahn;aa v;ariva.h cakaara dev;ebhya.h s;atpati.h car.sa.nipr;aa.h viv;asvata.h s;adane asya t;aani v;ipraa.h ukth;ebhi.h kav;aya.h g.r.nanti
satraas;aaha.m v;are.nya.m sahod;aa.m sasav;aa.msa.m sv:ar ap;a;s ca dev;ii.h sas;aana y;a.h p.rthiv;ii.m dy;aam ut;em;aam ;indram madanty ;anu dh;iira.naasa.h	satraas;aaham v;are.nyam sahod;aam sasav;aa.msam sv:ar ap;a.h ca dev;ii.h sas;aana y;a.h p.rthiv;iim dy;aam ut;a im;aam ;indram madanti ;anu dh;iira.naasa.h
sas;aan;aatyaa;m ut;a s;uurya.m sasaan;endra.h sasaana purubh;ojasa.m g;aam hira.ny;ayam ut;a bh;oga.m sasaana hatv;ii d;asyuun pr;aarya.m v;ar.nam aavat	sas;aana ;atyaan ut;a s;uuryam sasaana ;indra.h sasaana purubh;ojasam g;aam hira.ny;ayam ut;a bh;ogam sasaana hatv;ii d;asyuun pr;a ;aaryam v;ar.nam aavat
;indra ;o.sadhiir asanod ;ahaani v;anasp;atii;mr asanod ant;arik.sam bibh;eda val;a.m nunud;e v;ivaac;o 'thaabhavad damit;aabh;ikratuunaam	;indra.h ;o.sadhii.h asanot ;ahaani v;anasp;atiin asanot ant;arik.sam bibh;eda val;am nunud;e v;ivaaca.h ;atha abhavat damit;aa abh;ikratuunaam
;sun;a.m huvema magh;avaanam ;indram asm;in bh;are n;.rtama.m v;aajasaatau ;s.r.nv;antam ugr;am uut;aye sam;atsu ghn;anta.m v.rtr;aa.ni sa.mj;ita.m dh;anaanaam	;sun;am huvema magh;avaanam ;indram asm;in bh;are n;.rtamam v;aajasaatau ;s.r.nv;antam ugr;am uut;aye sam;atsu ghn;antam v.rtr;aa.ni sa.mj;itam dh;anaanaam
t;i.s.thaa h;arii r;atha ;aa yujy;amaanaa yaah;i vaay;ur n;a niy;uto no ;acha p;ibaasy ;andho abh;is.r.s.to asm;e ;indra sv;aahaa rarim;aa te m;adaaya	t;i.s.tha+ h;arii r;athe ;aa yujy;amaanaa yaah;i vaay;u.h n;a niy;uta.h na.h ;acha p;ibaasi ;andha.h abh;is.r.s.ta.h asm;e ;indra sv;aahaa rarim;a+ te m;adaaya
;upaajir;aa puruhuut;aaya s;aptii h;arii r;athasya dhuur.sv ;aa yunajmi drav;ad y;athaa s;ambh.rta.m vi;sv;ata;s cid ;upem;a.m yaj;n;am ;aa vahaata ;indram	;upa ajir;aa puruhuut;aaya s;aptii h;arii r;athasya dhuur.s;u ;aa yunajmi drav;at y;athaa s;ambh.rtam vi;sv;ata.h cit ;upa im;am yaj;n;am ;aa vahaata.h ;indram
;upo nayasva v;.r.sa.naa tapu.sp;ot;em ava tv;a.m v.r.sabha svadhaava.h gr;asetaam ;a;svaa v;i muceh;a ;s;o.naa div;e-dive sad;.r;siir addhi dhaan;aa.h	;upa u nayasva v;.r.sa.naa tapu.sp;aa ut;a iim ava tv;am v.r.sabha svadhaava.h gr;asetaam ;a;svaa v;i muca ih;a ;s;o.naa div;e-dive sad;.r;sii.h addhi dhaan;aa.h
br;ahma.naa te brahmay;ujaa yunajmi h;arii s;akhaayaa sadham;aada aa;s;uu sthir;a.m r;atha.m sukh;am indraadhit;i.s.than prajaan;an vidv;aa;m ;upa yaahi s;omam	br;ahma.naa te brahmay;ujaa yunajmi h;arii s;akhaayaa sadham;aade aa;s;uu sthir;am r;atham sukh;am indra adhit;i.s.than prajaan;an vidv;aan ;upa yaahi s;omam
m;aa te h;arii v;.r.sa.naa viit;ap.r.s.thaa n;i riiraman y;ajamaanaaso any;e aty;aayaahi ;s;a;svato vay;a.m t;e 'ra.m sut;ebhi.h k.r.navaama s;omai.h	m;aa te h;arii v;.r.sa.naa viit;ap.r.s.thaa n;i riiraman y;ajamaanaasa.h any;e aty;aayaahi ;s;a;svata.h vay;am te ;aram sut;ebhi.h k.r.navaama s;omai.h
t;avaay;a.m s;omas tv;am ;ehy arv;aa:n cha;svattam;a.m sum;anaa asy;a paahi asm;in yaj;n;e barh;i.sy ;aa ni.s;adyaa dadhi.sv;em;a.m ja.th;ara ;indum indra	t;ava ay;am s;oma.h tv;am ;aa ihi arv;aa:n ;sa;svattam;am sum;anaa.h asy;a paahi asm;in yaj;n;e barh;i.si ;aa ni.s;adya+ dadhi.sv;a im;am ja.th;are ;indum indra
stiir.n;a.m te barh;i.h sut;a indra s;oma.h k.rt;aa dhaan;aa ;attave te h;aribhyaam t;adokase puru;s;aakaaya v;.r.s.ne mar;utvate t;ubhya.m raat;aa hav;ii.m.si	stiir.n;am te barh;i.h sut;a.h indra s;oma.h k.rt;aa.h dhaan;aa.h ;attave te h;aribhyaam t;adokase puru;s;aakaaya v;.r.s.ne mar;utvate t;ubhyam raat;aa hav;ii.m.si
im;a.m n;ara.h p;arvataas t;ubhyam ;aapa.h s;am indra g;obhir m;adhumantam akran t;asyaag;atyaa sum;anaa .r.sva paahi prajaan;an vidv;aan pathy:aa ;anu sv;aa.h	im;am n;ara.h p;arvataa.h t;ubhyam ;aapa.h s;am indra g;obhi.h m;adhumantam akran t;asya aag;atya+ sum;anaa.h .r.sva paahi prajaan;an vidv;aan pathy:aa.h ;anu sv;aa.h
y;aa;m ;aabhajo mar;uta indra s;ome y;e tv;aam ;avardhann ;abhavan ga.n;as te t;ebhir et;a.m saj;o.saa vaava;saan:o 'gn;e.h piba jihv;ayaa s;omam indra	y;aan ;aa ;abhaja.h mar;uta.h indra s;ome y;e tv;aam ;avardhan ;abhavan ga.n;a.h te t;ebhi.h et;am saj;o.saa.h vaava;saan;a.h agn;e.h piba jihv;ayaa s;omam indra
;indra p;iba svadh;ayaa cit sut;asyaagn;er vaa paahi jihv;ayaa yajatra adhvary;or vaa pr;ayata.m ;sakra h;astaad dh;otur vaa yaj;n;a.m hav;i.so ju.sasva	;indra p;iba svadh;ayaa cit sut;asya agn;e.h vaa paahi jihv;ayaa yajatra adhvary;o.h vaa pr;ayatam ;sakra h;astaat h;otu.h vaa yaj;n;am hav;i.sa.h ju.sasva
;sun;a.m huvema magh;avaanam ;indram asm;in bh;are n;.rtama.m v;aajasaatau ;s.r.nv;antam ugr;am uut;aye sam;atsu ghn;anta.m v.rtr;aa.ni sa.mj;ita.m dh;anaanaam	;sun;am huvema magh;avaanam ;indram asm;in bh;are n;.rtamam v;aajasaatau ;s.r.nv;antam ugr;am uut;aye sam;atsu ghn;antam v.rtr;aa.ni sa.mj;itam dh;anaanaam
im;aam uu .s;u pr;abh.rti.m saat;aye dhaa.h ;s;a;svac-cha;svad uut;ibhir y;aadamaana.h sut;e-sute vaav.rdhe v;ardhanebhir y;a.h k;armabhir mah;adbhi.h s;u;sruto bh;uut	im;aam u+ s;u pr;abh.rtim saat;aye dhaa.h ;s;a;svac-cha;svat uut;ibhi.h y;aadamaana.h sut;e-sute vaav.rdhe v;ardhanebhi.h y;a.h k;armabhi.h mah;adbhi.h s;u;sruta.h bh;uut
;indraaya s;omaa.h prad;ivo v;idaanaa .rbh;ur y;ebhir v;.r.saparvaa v;ihaayaa.h prayamy;amaanaan pr;ati .s;uu g.rbhaay;endra p;iba v;.r.sadhuutasya v;.r.s.na.h	;indraaya s;omaa.h prad;iva.h v;idaanaa.h .rbh;u.h y;ebhi.h v;.r.saparvaa v;ihaayaa.h prayamy;amaanaan pr;ati s;u+ g.rbhaaya ;indra p;iba v;.r.sadhuutasya v;.r.s.na.h
p;ibaa v;ardhasva t;ava ghaa sut;aasa ;indra s;omaasa.h pratham;aa ut;em;e y;ath;aapiba.h puurvy;aa;m indra s;omaa;m ev;aa paahi p;anyo ady;aa n;aviiyaan	p;iba+ v;ardhasva t;ava gha+ sut;aasa.h ;indra s;omaasa.h pratham;aa.h ut;a im;e y;athaa ;apiba.h puurvy;aan indra s;omaan ev;a+ paahi p;anya.h ady;a+ n;aviiyaan
mah;aa;m ;amatro v.rj;ane virap;sy :ugr;a.m ;s;ava.h patyate dh.r.s.nv ;oja.h n;aaha vivyaaca p.rthiv;ii cana;ina.m y;at s;omaaso h;arya;svam ;amandan	mah;aan ;amatra.h v.rj;ane virap;s;ii ugr;am ;s;ava.h patyate dh.r.s.n;u ;oja.h n;a ;aha vivyaaca p.rthiv;ii can;a enam y;at s;omaasa.h h;arya;svam ;amandan
mah;aa;m ugr;o vaav.rdhe viiry:aaya sam;aacakre v.r.sabh;a.h k;aavyena ;indro bh;ago vaajad;aa asya g;aava.h pr;a jaayante d;ak.si.naa asya puurv;ii.h	mah;aan ugr;a.h vaav.rdhe viiry:aaya sam;aacakre v.r.sabh;a.h k;aavyena ;indra.h bh;aga.h vaajad;aa.h asya g;aava.h pr;a jaayante d;ak.si.naa.h asya puurv;ii.h
pr;a y;at s;indhava.h prasav;a.m y;ath;aayann ;aapa.h samudr;a.m rathy:eva jagmu.h ;ata;s cid ;indra.h s;adaso v;ariiyaan y;ad ii.m s;oma.h p.r.n;ati dugdh;o a.m;s;u.h	pr;a y;at s;indhava.h prasav;am y;athaa ;aayan ;aapa.h samudr;am rathy:aa iva jagmu.h ;ata.h cit ;indra.h s;adasa.h v;ariiyaan y;at iim s;oma.h p.r.n;ati dugdh;a.h a.m;s;u.h
samudr;e.na s;indhavo y;aadamaanaa ;indraaya s;oma.m s;u.sutam bh;aranta.h a.m;s;u.m duhanti hast;ino bhar;itrair m;adhva.h punanti dh;aarayaa pav;itrai.h	samudr;e.na s;indhava.h y;aadamaanaa.h ;indraaya s;omam s;u.sutam bh;aranta.h a.m;s;um duhanti hast;ina.h bhar;itrai.h m;adhva.h punanti dh;aarayaa pav;itrai.h
